,X1,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,time,stock,sub_vector,relation_vector,obj_vector
196,195,0.829995342,0.837983981,0.803115588,0.816534367,0.812344804,0.835220208,0.836041059,0.808190855,0.795213235,0.821747591,0.828623469,0.824091868,0.839728482,0.822168299,0.822477282,0.849483512,0.835454935,0.790151524,0.803157718,0.819403452,0.807384687,0.82191352,0.813616149,0.837419034,0.830203957,0.840320328,0.811186248,0.833937103,0.836737343,0.828627451,0.822833012,0.831487921,0.818854412,0.821714342,0.825834632,0.828058484,0.800402701,0.794499782,0.802097323,0.818670095,0.829060501,0.817174993,0.797638025,0.826538636,0.819064081,0.816049342,0.82554808,0.808839489,0.815962461,0.839517765,2020/3/17,1,Senate GOP,crafting massive coronavirus package at,warp speed
197,196,0.059530708,0.070565423,0.037124129,-0.017072035,-0.013085194,0.044423835,0.055778329,0.054181303,0.009661308,0.020106573,0.031220945,0.021089591,0.112377885,0.075967574,-0.006876969,0.069823648,-0.036084557,0.057146744,-0.00636086,0.106621482,0.043223002,0.004956507,0.045444383,0.077683201,0.013144276,0.154724922,-0.006901768,0.074006092,0.099338786,0.014153739,0.040242563,0.006846425,-0.013923111,0.032652526,0.030213944,0.016946055,0.012192324,-0.028979125,0.039095833,0.015231668,0.096675455,0.016531836,0.018942474,0.085976792,-0.043885616,0.010973934,0.025107503,0.063766489,0.126654407,0.058223373,2020/2/25,0,Warren,rips Trump for,bungling coronavirus outbreak
198,197,0.85372631,0.865977551,0.874393654,0.856925295,0.852925926,0.884636924,0.852053657,0.865646418,0.897958381,0.860017893,0.843208386,0.870607496,0.894877665,0.854395471,0.847136071,0.837861686,0.874830065,0.860611347,0.868855157,0.881492023,0.845251205,0.842199139,0.846743193,0.888128393,0.863902806,0.88060963,0.866569062,0.848012812,0.871620926,0.879946094,0.855000818,0.86117718,0.812402051,0.866515922,0.864601758,0.87491814,0.885951449,0.849899932,0.873128323,0.84806987,0.88704468,0.839832927,0.863381559,0.859873842,0.865703219,0.85540181,0.882395696,0.869393045,0.875792216,0.889631732,2020/6/15,1,GOP officials,see Trump on,path
199,198,0.421766035,0.44048641,0.410754345,0.422123328,0.395793504,0.454352821,0.447783386,0.424956605,0.433476919,0.426587689,0.395016321,0.419995939,0.450417639,0.442030239,0.425204264,0.443850137,0.43332912,0.404287354,0.396930322,0.453597716,0.404042601,0.42509767,0.403434167,0.436083855,0.399669646,0.476751562,0.421810474,0.434585938,0.44453608,0.390049189,0.440853628,0.415486466,0.404791651,0.414844327,0.429107831,0.425879284,0.393359778,0.401957872,0.421205047,0.416001714,0.453774499,0.44239226,0.386210785,0.438924912,0.407186927,0.42168824,0.432374853,0.425683035,0.421928226,0.457137179,2020/5/5,1,UK car sales,fall since,1946
200,199,0.469234886,0.425955834,0.436488926,0.415866721,0.423448386,0.471717192,0.466271867,0.424085892,0.440060131,0.472610996,0.411483246,0.475739577,0.484785241,0.490064531,0.465124198,0.493439539,0.42818508,0.438097517,0.435247817,0.469914706,0.458798861,0.428486805,0.425359299,0.487554397,0.406286456,0.522775789,0.451266535,0.497419686,0.471202461,0.406278606,0.44498088,0.43229596,0.449647388,0.433078003,0.467767433,0.453217625,0.419257709,0.445720737,0.4406166,0.409525846,0.500500549,0.396592536,0.39875445,0.480849496,0.417497858,0.446778137,0.405794633,0.446342279,0.463674261,0.54042801,2020/5/28,0,state plans,expand,health insurance
201,200,-0.092826185,-0.033676642,-0.125920937,-0.127376215,-0.143008639,-0.106315234,-0.08305955,-0.069832587,-0.12998787,-0.068588131,-0.060351335,-0.163862343,-0.037449894,-0.069782732,-0.092905777,0.000660958,-0.168986819,-0.061470944,-0.128304106,-0.01720735,-0.092019395,-0.150275897,-0.097738398,-0.01249026,-0.138997793,0.006075728,-0.076694581,-0.025080081,-0.021290099,-0.103971605,-0.034142866,-0.097684973,-0.089779156,-0.085851141,-0.138003288,-0.012645164,-0.086478048,-0.077248538,-0.100592873,-0.055194466,-0.013020115,-0.103634684,-0.110819966,-0.02602467,-0.104940035,-0.039389066,-0.122464812,-0.096118527,-0.068931794,-0.072493705,2020/5/14,1,Burrs stock scandal,shocked,Senate
202,201,0.059548798,0.060012325,-0.024756466,-0.073500805,0.016219326,0.06748541,0.011836988,0.014617482,0.077825639,0.057887714,0.011912593,0.058017056,0.050572448,0.039591216,0.011244524,0.050099322,-0.022105565,0.012210684,0.08537649,0.082008617,-0.044993549,0.000146911,-0.060356004,0.025434217,-0.094583431,0.026068869,0.06709205,0.052567996,0.123587592,-0.020574883,0.022693292,0.010232741,-0.005596184,0.028543078,-0.000614203,0.041797419,0.059841971,-0.006278647,0.05162182,0.029610291,0.022854708,0.061072009,0.039169319,0.071147983,0.049374542,-0.06576832,0.019247578,-0.019296903,0.106043526,0.182941308,2020/4/1,0,Wisconsin Dems,split support with,governor
203,202,0.274092258,0.423500181,0.250494586,0.271763346,0.368608273,0.474190857,0.503234559,0.33491221,0.307699515,0.191384194,0.223229708,0.440500394,0.251615932,0.390385044,0.25345599,0.303306484,0.306260244,0.312556992,0.071296557,0.453562548,0.322257213,0.313986579,0.173367375,0.426634048,0.358371936,0.384279305,0.485990494,0.289017656,0.490049547,0.232966153,0.316280652,0.234823224,0.313363179,0.17451332,0.361123547,0.38680401,0.270768799,0.331878714,0.312647721,0.422575354,0.164801775,0.365502549,0.231274806,0.426342542,0.268642021,0.393582388,0.394785392,0.28596337,0.313707167,0.36240553,2020/6/3,1,Americans think,is in,shape
204,203,0.139457081,0.105789661,0.009918813,-0.037358715,0.014494798,0.089562215,0.047491628,0.062775509,0.009260417,0.030660863,0.009858768,0.045788641,0.113439299,0.073790212,0.008792056,0.062326555,-0.067280933,0.042825697,0.002752127,0.096240005,0.016759858,0.030915559,0.023096822,0.064969458,-0.052742627,0.095348925,-0.066191074,0.03158599,0.08272629,-0.017259164,0.062293891,-0.014124254,-0.041911677,-0.01003921,0.017920868,0.006586126,0.0053585,0.017601482,-0.009214469,-0.010340371,0.05820497,0.08131829,-0.011109554,0.12275075,-0.049874303,0.009178414,0.056121271,0.128369768,0.144949364,0.102610127,2020/3/9,0,Stocks,slide over,coronavirus crash
205,204,0.111521133,0.151291508,0.255861872,0.179816743,0.045420211,0.203782626,0.247543958,0.312330341,0.066774879,0.111625323,0.041844998,0.096361279,0.13295482,0.289850053,0.121231261,0.14031387,0.126709292,0.170014214,0.067884219,0.318094379,0.208274415,0.163350302,0.057056558,0.356840172,0.166036397,0.298448554,0.123819186,0.247973052,0.187754484,0.100235295,0.079338639,0.096384589,-0.045558557,0.135981875,0.224047795,0.107412732,0.186515883,0.083420065,0.119258667,0.229293859,0.143422193,0.193926402,0.085383433,0.132071554,0.116646904,0.155488802,0.134839522,0.014908197,0.23747223,0.144279092,2020/3/30,1,coronavirus,crept up on,Washington
206,205,-0.0253347,-0.003360457,-0.035467259,-0.043499148,-0.038576979,-0.00855996,-0.013043329,0.004885793,-0.062368571,-0.0231536,-0.04024489,-0.008288454,-0.010675059,-0.03790151,-0.062221219,-0.03128294,-0.087158583,-0.041869949,-0.063855894,-0.010390008,-0.07359266,-0.059729216,-0.057304625,-0.053232483,-0.056392123,0.004320987,-0.033376017,-0.030257412,0.017060767,-0.091670129,-0.019978968,-0.043855416,-0.078130953,-0.046291389,-0.027262448,-0.047058856,-0.041649685,-0.085054531,-0.043401199,-0.072700964,-0.019642196,-0.029851838,-0.060799203,0.008683315,-0.064026031,-0.064273248,-0.079458321,-0.011091846,-0.00333121,-0.054053935,2020/4/30,0,Roger Stone,launches,his appeal
207,206,0.081190626,0.052655589,0.022235698,0.065083168,0.012252267,0.050106613,0.079278987,0.03321637,0.044488705,0.044466494,-0.01808378,0.106294623,0.103077861,0.071612315,-0.006235718,0.037419694,0.061535572,0.008937142,-0.006344912,0.074115914,0.02916293,0.036680615,-0.001961287,0.069550248,-0.064156193,0.075707279,0.055861191,0.020985224,0.076807871,-0.003356518,0.021908777,0.011975718,0.011351943,0.043917515,0.08430627,-0.015128881,0.032132573,0.004279106,0.043293556,0.012722927,0.116682198,0.049312593,0.007898179,0.092096376,-0.006020437,0.047210003,-0.017392448,0.013016281,0.074980161,0.087356998,2020/3/31,0,plan,take down,Trump
208,207,0.356328771,0.352429996,0.331838853,0.372415761,0.340610378,0.343107648,0.340773332,0.350867508,0.354418386,0.353486417,0.310867145,0.380235889,0.342893141,0.29114148,0.315006238,0.301312174,0.33035316,0.312272472,0.276023493,0.319094529,0.205882876,0.286909669,0.301035787,0.325094252,0.286707838,0.327565158,0.24788686,0.284214476,0.312774939,0.199733085,0.369641356,0.32524508,0.254174343,0.290646217,0.307873444,0.28129754,0.29695368,0.35030622,0.305767623,0.273774213,0.241655283,0.330853461,0.296775814,0.286820375,0.207114025,0.300777473,0.230080513,0.261102592,0.29412531,0.311403962,2020/5/11,1,Its past 8:20 a.m.,is in,Berlin
209,208,0.015513158,-0.006739006,-0.022101578,-0.025263889,-0.032022047,0.006692173,-0.004635412,-0.009898381,-0.006341774,0.005483014,-0.037754059,0.00218803,0.009174383,-0.003133656,-0.014722134,-0.015934729,-0.033631891,-0.006848498,-0.035383056,4.86E-05,-0.047950326,-0.042635769,-0.021745498,-0.014144895,-0.029157181,0.034415084,-0.010523226,-0.009297361,0.013333063,-0.052711882,0.000689743,-0.028513183,-0.04605637,-0.012732153,0.004066874,-0.025240143,-0.012903148,-0.044171846,-0.014710695,-0.049094451,0.012978662,-0.023607064,-0.017735289,0.005262942,-0.043378865,-0.033821507,-0.04464604,0.003136179,0.01867739,-0.002709756,2020/5/1,0,Sweden restaurant,serve,solo diners
210,209,0.181889585,0.209271989,0.192786498,0.159443064,0.150135011,0.216692253,0.21389714,0.193672085,0.169151215,0.161401415,0.136546846,0.196716891,0.223832001,0.216636659,0.130206091,0.209885221,0.148045537,0.176191841,0.154213166,0.225635591,0.158778087,0.141759238,0.162912433,0.20046159,0.130411389,0.261228804,0.152258973,0.191948485,0.221766594,0.139554698,0.149197383,0.130393835,0.147101191,0.162060184,0.189906004,0.157642433,0.14528226,0.115855388,0.185529375,0.135694896,0.231074114,0.186997953,0.134305654,0.208605404,0.114525612,0.190669128,0.17911637,0.184703699,0.220076994,0.231310647,2020/4/21,0,Trump,faces,his next coronavirus test
211,210,0.007242435,-0.046528556,-0.027593946,0.011945506,0.024908731,0.021019007,0.009637453,0.051242653,0.01847598,0.067248108,-0.046301563,0.069772704,0.089341081,0.045212959,-0.025716359,0.079140646,-0.103291945,0.06760722,0.022884505,0.068900451,-0.007439453,-0.008847826,-0.049837981,0.054613404,-0.051276236,0.094809613,0.050156373,0.076424975,0.078453412,-0.022240005,0.010076279,-0.004326231,-0.014792387,0.013658174,0.008727329,-0.030619654,0.023443024,0.019205927,0.005389925,-0.037904454,0.129344279,0.067247938,0.004578238,0.059159998,-0.002930259,0.005182819,0.001261962,0.031102654,0.084001735,0.096231322,2020/3/26,1,calls,activate DPA for,medical supplies
212,211,0.764999634,0.813379918,0.800161288,0.803244712,0.818853813,0.8337732,0.826140666,0.806912888,0.809895112,0.797080962,0.775492414,0.78803569,0.816231676,0.820862431,0.732749669,0.817023744,0.832537544,0.804420665,0.808545309,0.831535547,0.78163409,0.798490593,0.786730432,0.804622177,0.757476183,0.852285049,0.781833083,0.794253212,0.800787189,0.795823614,0.784056852,0.792841877,0.824097384,0.791897574,0.790727729,0.815824179,0.792193,0.774898749,0.782401214,0.768484296,0.833577716,0.80484557,0.761105716,0.830905012,0.786588001,0.815549597,0.807322039,0.801337318,0.805592845,0.820668817,2020/5/26,1,DOJ,drops,investigations
213,212,0.271185464,0.201513663,0.185784453,0.205399945,0.166771393,0.29504042,0.231373016,0.276716993,0.186555464,0.106591186,0.133921424,0.233144174,0.238411951,0.276071194,0.146093323,0.214209934,0.151095543,0.150236611,0.134030808,0.22926664,0.138321421,0.235089804,0.147562899,0.245782327,0.233984922,0.294184977,0.237810012,0.248251304,0.238003046,0.212111138,0.233108215,0.180455128,0.138191089,0.241546725,0.209432812,0.179418001,0.153997988,0.088401556,0.24388557,0.147902024,0.188215895,0.242621595,0.169340848,0.232208329,0.209345804,0.162860945,0.235580779,0.152710122,0.302487042,0.203650971,2020/5/15,1,States,are letting regardless,virus metrics
214,213,0.534690195,0.551747641,0.522607648,0.516627277,0.503643571,0.572703297,0.551520074,0.502557583,0.538001369,0.520609419,0.518830725,0.546059546,0.556046217,0.562239455,0.513659381,0.573958629,0.525931876,0.499108216,0.524553858,0.549051353,0.526623942,0.508658786,0.507853,0.541712614,0.523764606,0.55460237,0.515813925,0.535562369,0.550229269,0.54531307,0.516708474,0.531333028,0.523137381,0.550213378,0.538349204,0.544462326,0.481590445,0.490119577,0.527045332,0.52470532,0.549194464,0.526110558,0.510112661,0.533016629,0.518324869,0.546142568,0.522155222,0.490558346,0.574986264,0.581319222,2020/6/10,0,Americans,see Donald Trump as,man of faith
215,214,0.39743876,0.395737515,0.375380757,0.407016678,0.350739691,0.428284048,0.400327579,0.359908522,0.350559447,0.307986398,0.32857681,0.341033989,0.431071213,0.404002455,0.328672477,0.389717431,0.349165004,0.306721091,0.298686884,0.399721871,0.34150133,0.355862031,0.350502915,0.403388002,0.325995175,0.436653381,0.334140889,0.353096699,0.384475945,0.337305393,0.367562108,0.336677463,0.311583672,0.3722002,0.407644369,0.328905766,0.355181587,0.303250162,0.365819273,0.304944579,0.399248174,0.357576081,0.377818466,0.379153008,0.335096281,0.363317433,0.354582635,0.347582053,0.381317604,0.381079325,2020/5/21,0,Trump,takes mail in,voting grievances
216,215,0.944424193,0.943491688,0.941019174,0.944813593,0.934348083,0.945747759,0.943001898,0.941858068,0.941583738,0.946334342,0.942490111,0.933113829,0.946722185,0.943990208,0.937181487,0.942428249,0.930711145,0.935730807,0.935022775,0.940433644,0.93904476,0.946604597,0.94225332,0.946176521,0.94145034,0.950895873,0.937551189,0.945995379,0.937128465,0.95671309,0.94900048,0.934299172,0.93613444,0.94077597,0.942737341,0.941679151,0.952536259,0.932839692,0.942606037,0.933779866,0.942776469,0.934204585,0.943090852,0.944008928,0.941430008,0.934230459,0.935189581,0.939329542,0.942113087,0.945167517,2020/3/30,1,AOC breaks,is with,Bernie
217,216,-0.00287509,0.024747119,-0.026468871,-0.088076471,-0.0285738,0.01482087,-0.006181489,-0.051073585,-0.006261031,-0.028269651,-0.047164266,-0.052063321,0.020135359,-0.008584061,-0.071835129,-0.038600321,-0.031164192,-0.015767873,-0.065410538,0.000163598,-0.042369235,-0.015294718,-0.0183313,-0.010871578,-0.072395626,0.0552138,-0.020757456,-0.039933375,-0.021097307,-0.093555586,-0.06662625,-0.058377781,-0.03987603,-0.050985059,0.018907005,-0.066827264,-0.020435661,-0.077038371,-0.031707247,-0.029202528,-0.015583986,-0.03170686,-0.02425172,-0.02213555,-0.034983793,-0.09901922,-0.010519989,-0.002525115,0.009583985,-0.005721529,2020/1/31,0,feds,missed,their chance
218,217,0.122276804,0.114703098,0.087608191,0.077765205,0.058915471,0.136606696,0.115897825,0.108275433,0.096060385,0.074660051,0.011197398,0.102917745,0.079337096,0.159882529,0.046620441,0.106879506,0.047976442,0.084569753,0.080584938,0.121302512,0.031519989,0.06131981,0.039010668,0.060925638,0.020225238,0.17183097,0.081441995,0.113114443,0.115961243,0.05812425,0.149059133,0.032235727,0.039453659,0.078092737,0.074378918,0.10442526,0.054463929,0.032329459,0.097503539,0.060394299,0.185126359,0.128516058,0.069630108,0.156951205,0.100856138,0.083079585,0.052213435,0.083999191,0.135143713,0.096837521,2020/4/16,1,Economic rescue package,boost deficit by,1.8 T
219,218,0.255619862,0.298158082,0.243246297,0.209090637,0.2337465,0.265973915,0.24221843,0.266792471,0.25065963,0.233679454,0.20660728,0.261351853,0.298883596,0.270917656,0.232560568,0.289870324,0.20847829,0.234804002,0.231913254,0.315610157,0.238455007,0.219922877,0.230717456,0.265416997,0.187083841,0.293257607,0.21434361,0.255698748,0.29049871,0.213901874,0.253767352,0.248685346,0.213736454,0.242497348,0.24019102,0.270836199,0.249920156,0.197854048,0.256479412,0.194303191,0.320080382,0.251747623,0.234851981,0.25988124,0.210223964,0.257360159,0.220481123,0.26252406,0.307462407,0.316899455,2020/4/1,0,Republicans,reject,Pelosis rapid push
220,219,0.972601246,0.973085028,0.974012584,0.972612033,0.972320981,0.973478702,0.973112677,0.971746899,0.970422278,0.97055988,0.971325521,0.972232341,0.973952936,0.973256449,0.97315954,0.973334266,0.974111901,0.971757334,0.970680243,0.972673766,0.973110261,0.970361497,0.973380909,0.974408596,0.971480879,0.972573039,0.970612151,0.971308314,0.973884938,0.971779152,0.971993225,0.971094328,0.970365923,0.97385712,0.973145726,0.973682451,0.970164797,0.972566305,0.972802903,0.971488525,0.974488241,0.971308668,0.971124944,0.973794686,0.971863547,0.97382516,0.972397981,0.971838277,0.973112752,0.974032488,2020/4/1,0,Congress,faces,stiff oversight challenge
221,220,0.868565461,0.874324819,0.866156318,0.858579516,0.860322314,0.875477978,0.869089413,0.858685111,0.864242118,0.849308855,0.865434053,0.86474558,0.876789457,0.872652153,0.8583928,0.861664943,0.866128173,0.858877279,0.858005497,0.875940299,0.860651713,0.865510603,0.86360588,0.873813532,0.848340641,0.876167404,0.855752187,0.868774878,0.871460886,0.865706209,0.855664304,0.864185556,0.86073145,0.867757889,0.863441588,0.866507045,0.848814144,0.864186845,0.861733556,0.857085616,0.871184172,0.859885825,0.850138506,0.872423102,0.866170764,0.869455193,0.865951851,0.855209341,0.878350646,0.882060652,2020/4/9,1,Senate Foreign Relations subcommittee,calls,for chief to testify
222,221,0.062811705,0.220527456,0.032700593,0.022934837,0.05094568,0.082721029,0.017475488,0.050751885,0.030951524,-0.02330821,0.020975358,0.038772971,0.148312536,0.100923755,0.082762196,0.018466478,0.073704519,0.024413748,-0.072606769,0.128101438,-0.007429991,0.067444398,0.002986419,0.147824433,0.014813242,0.18590206,0.094834901,-0.011814403,0.104379593,0.034281068,0.096826389,0.102572742,0.035225455,0.053817776,0.064657505,0.137749713,0.08990242,0.074721694,0.072098845,0.083406966,-0.035690899,0.043934447,0.047293251,0.100437809,0.07420649,-0.074578201,-0.013911667,0.04933473,0.134009103,0.117868209,2020/6/12,1,Black community,braces for,threat
223,222,0.081365431,0.091551598,0.036216327,0.01789224,0.011845253,0.087150213,0.061831728,0.057006153,0.043083931,0.049619731,0.025822317,0.063364876,0.09959519,0.089921248,0.035421406,0.047408309,0.019367239,0.043108867,0.020225167,0.086449841,0.012740715,0.030558566,0.052923745,0.062359412,0.016937005,0.117366219,0.039362827,0.055331694,0.082298875,0.01906646,0.03781377,0.031709004,0.006779998,0.047354498,0.070173552,0.031308071,0.035384932,0.00805478,0.049178392,0.038124619,0.082709179,0.047837021,0.025582427,0.060223042,0.042840458,0.040727466,0.037939481,0.056918867,0.082797557,0.069836104,2020/6/4,0,We,want,to get to yes on hosting RNC in Florida
224,223,0.217738449,0.112917258,0.185073283,0.136730378,0.219674979,0.278700065,0.107053274,0.099684662,0.078612163,0.114415134,0.20599153,0.23817411,0.247236349,0.112177554,0.17495329,0.023923226,0.098747167,0.119884988,0.128287244,0.103107542,0.140437379,0.081159823,0.14184864,0.125124936,0.20308463,0.225275628,0.086697214,0.152942689,0.132283318,0.048484724,0.163317725,0.110581356,0.252954269,0.157213296,0.232743196,0.066616081,0.049244415,0.135656432,0.126608863,-0.030161133,0.289042269,0.075932907,0.130388613,0.193366145,0.059570204,0.167107122,0.007547274,0.342156542,0.209625915,0.169099545,2020/4/3,0,confusion,reigns Despite,DPA
225,224,0.052576347,0.039628811,-0.021332723,-0.027417704,-0.016816084,0.025661429,0.042738282,0.037733622,-0.039178763,-0.011490493,-0.077097581,-0.011934842,-0.030696734,0.079773351,-0.048529079,0.072807939,-0.067881451,0.007486284,-0.036817433,0.061246964,0.01849535,0.010941624,-0.033720289,0.025200374,0.038137541,0.122196375,-0.036628688,0.033968776,0.062787096,-0.014763944,-0.043901465,-0.070594212,-0.056536549,-0.007813162,0.006233587,-0.066805021,-0.053116298,-0.095500314,-0.00833874,-0.028989671,0.043848864,0.03531868,-0.027999137,0.055586014,-0.090674479,-0.032774835,0.016484876,0.038197226,0.091257087,-0.022854062,2020/5/15,1,Trump,is using,coronavirus
226,225,0.212848309,0.209900474,0.184983062,0.190996154,0.129967417,0.243847017,0.233239324,0.148450699,0.175038928,0.171978943,0.098757672,0.214318947,0.215144265,0.227685182,0.104012638,0.205151053,0.146382289,0.157130031,0.1408961,0.189238517,0.110021109,0.153042805,0.158491682,0.208729767,0.149750055,0.277928067,0.185201859,0.144240771,0.223860103,0.183817806,0.159385854,0.140596459,0.141779366,0.173001419,0.184382413,0.181093902,0.142714292,0.153498232,0.168636883,0.130080597,0.234168103,0.179717708,0.153786329,0.259167155,0.111897299,0.18430037,0.192269912,0.171819984,0.250891321,0.197580542,2020/3/13,1,Chinese businessman,donate,"500,000 test kits"
227,226,0.069565899,0.074430955,0.025674942,0.025045021,0.017613174,0.089199728,0.0528751,0.052735701,0.041751891,0.042553069,0.00782172,0.06480825,0.075219154,0.088514159,0.0200455,0.056972549,0.009727056,0.03541409,0.016285237,0.074313842,0.00431376,0.031587084,0.033341805,0.052822471,0.020352566,0.11574873,0.031988029,0.05460275,0.074441408,0.001767782,0.031427058,0.020951036,0.012341169,0.033154342,0.059924349,0.034461511,0.019346395,0.003453748,0.042618319,0.002665912,0.075776972,0.050190711,0.010922008,0.071745951,0.000639137,0.04418542,0.029429765,0.060691308,0.080599402,0.057012407,2020/4/1,0,DOJs Antitrust Division,gets,coronavirus themed April Fools prank
228,227,0.019558528,0.091095128,0.002176946,-0.082562499,-0.017319127,0.055147919,0.02700981,0.032109637,-0.001190076,0.009385649,0.003275292,-0.007463747,0.010406084,0.052202364,-0.036725113,0.001959522,-0.001869746,-0.030141636,-0.028497864,0.010211556,-0.015540507,0.042845556,-0.009400473,0.016751108,0.049505635,0.096784895,0.002122365,0.014099148,0.03708563,-0.011134581,-0.019160842,-0.00805537,0.007887219,0.023930426,0.056618244,-0.003803203,-0.033920954,-0.046204016,0.011475435,-0.031989795,0.043778277,0.008811909,-0.014704258,0.030487573,-0.039272699,-0.016573335,-0.001262446,0.032596796,0.048443413,0.029133601,2020/6/4,0,Trump,defaults to,his safe space
229,228,0.061147058,0.082716734,0.048908995,0.019688258,0.020574099,0.112828784,0.075341254,0.060171344,0.064413282,0.087343232,0.024739526,0.099742194,0.095220126,0.085575571,0.026120163,0.066143648,0.020419105,0.072219363,0.032419165,0.105084745,-0.006715325,0.030282373,0.066193687,0.067885477,0.01395794,0.122813178,0.024249283,0.077028988,0.089247114,0.006306672,0.047527798,0.054235385,-0.001448761,0.048529912,0.052192921,0.061329161,0.024382576,0.020250992,0.026653095,0.012811459,0.112802051,0.059595263,0.02318714,0.080607048,0.010118509,0.053090976,0.055575037,0.053229415,0.097574365,0.088211132,2020/5/8,1,Democratic senators,propose,"$ 2,000 payments to most Americans"
230,229,0.173423271,0.182871702,0.135728486,0.136037248,0.141689074,0.180292845,0.142733829,0.162868794,0.159769702,0.139262186,0.123419038,0.16754768,0.188729472,0.181355434,0.155746724,0.164717879,0.136907715,0.140401649,0.129535487,0.190054305,0.145598655,0.138049091,0.134371853,0.167002836,0.134141067,0.203414867,0.150595929,0.145385515,0.183879893,0.121222506,0.15401947,0.138621945,0.144507037,0.151488447,0.162265804,0.158487184,0.120373694,0.121047679,0.140300332,0.120171543,0.194111278,0.150215165,0.129429617,0.164938034,0.13277307,0.178786689,0.135662501,0.162883812,0.180252307,0.190430395,2020/3/26,1,Trump,Is,Authoritarian
231,230,0.017413809,-0.009588947,-0.038311829,-0.024205374,-0.046778443,0.016830907,-0.012697862,-0.00077949,-0.018093202,-0.039642288,-0.047931482,-0.049777153,-0.011792295,0.019659967,-0.057306037,0.008181451,-0.057710448,-0.02397077,-0.041128992,-0.01011318,-0.050788117,-0.05227519,-0.041429771,0.004933226,-0.06748942,0.054526846,-0.031857993,-0.02528698,0.009218281,-0.035360301,0.005887075,-0.047992872,-0.053024662,-0.016987456,-0.005403911,-0.05741955,-0.042161791,-0.089760274,-0.021702821,-0.071673642,0.004737653,-0.035083159,-0.013233944,0.012286936,-0.06034487,-0.020736645,-0.085327186,-0.032077799,-0.000543774,-0.021785762,2020/3/13,1,Tech think tank chief,step down after,Trump death tweet
232,231,0.686108486,0.695063669,0.68415134,0.682360995,0.560616679,0.67753099,0.675953264,0.645297436,0.65760238,0.645770353,0.685043097,0.662879304,0.689777339,0.690702558,0.639481069,0.730916177,0.674782484,0.637667658,0.631897925,0.690215963,0.644495866,0.665592139,0.670000041,0.678210814,0.597043181,0.694161014,0.661166125,0.696713097,0.703249906,0.678765811,0.638013764,0.694508316,0.645681091,0.658753789,0.630729782,0.635154772,0.657974015,0.629990761,0.665475144,0.602693266,0.64704047,0.673502069,0.662005446,0.649948958,0.656543243,0.664283386,0.675830159,0.568605893,0.696002239,0.689340116,2020/5/4,1,past 7 a.m.,is in,New York
233,232,0.932697339,0.919274574,0.90063676,0.914682789,0.919929629,0.931819952,0.930688695,0.907082277,0.919418444,0.908029964,0.892251971,0.916572735,0.932561278,0.933186084,0.930474908,0.910471183,0.916648773,0.917232978,0.909340021,0.917990576,0.910001483,0.916907134,0.917362564,0.934433121,0.896383276,0.920242398,0.934438092,0.912492285,0.928028789,0.913821883,0.920661828,0.91618895,0.913063322,0.921908893,0.921306549,0.928343962,0.911140605,0.911004835,0.918449958,0.928337754,0.899519737,0.915013904,0.917129163,0.916913022,0.924412353,0.915182656,0.917352778,0.903239379,0.930928189,0.930507838,2020/5/21,0,workforce,quarter of is,job
234,233,0.129623967,0.017614823,-0.000443296,0.014283121,-0.058320785,0.082431335,0.050385287,0.022152215,0.027776429,0.111567534,0.135890418,0.009899626,0.06612715,-0.047677766,-0.08527374,0.024870245,0.072973372,-0.013367695,-0.083065299,-0.085582772,-0.110450468,-0.029193732,0.046918426,-0.018951177,-0.046879473,0.018696011,-0.022016311,0.071657831,-0.00250474,0.032791303,0.045994656,-0.013513443,-0.113603282,0.062127219,-0.039752787,-0.034735419,-0.008867969,-0.169714248,0.027746815,0.04830496,0.041861394,0.086560203,0.073349369,0.017602153,0.101882493,-0.083474554,0.098320292,0.016763115,-0.038833056,-0.024661429,2020/5/13,0,States,sue,EPA
235,234,0.290606718,0.290517937,0.228400322,0.22280713,0.19849889,0.247651953,0.2779232,0.216691377,0.190392972,0.240516528,0.261014247,0.209446164,0.303758207,0.184265766,0.227341889,0.253273867,0.229124945,0.231249817,0.159330693,0.240301476,0.198905993,0.15288067,0.171124167,0.263252286,0.233924051,0.281031511,0.221001539,0.139805809,0.244670426,0.213505296,0.205713981,0.233554747,0.186050439,0.139233883,0.236802896,0.20931491,0.207560036,0.223033847,0.184049965,0.179020431,0.229263324,0.161477639,0.203437273,0.259869841,0.187929355,0.181293874,0.214437364,0.254861453,0.220490138,0.217711247,2020/3/9,0,Melania Trump,cancels,California fundraiser
